,model_id,mean_residual_deviance,rmse,mse,mae,rmsle
0,StackedEnsemble_AllModels_AutoML_20190418_132524,0.21687479284593014,0.4656981778426131,0.21687479284593014,0.217555261905783,0.08785190613819127
1,StackedEnsemble_BestOfFamily_AutoML_20190418_132524,0.21687479284593014,0.4656981778426131,0.21687479284593014,0.217555261905783,0.08785190613819127
2,XGBoost_1_AutoML_20190418_132524,0.2196092906001376,0.4686248932783422,0.2196092906001376,0.21972649298115168,0.08452976422062468
3,DRF_1_AutoML_20190418_132524,0.25527190604325906,0.5052444022879017,0.25527190604325906,0.23256259735783305,0.1015295156153604
4,GLM_grid_1_AutoML_20190418_132524_model_1,0.6892293704478932,0.8301983922219395,0.6892293704478932,0.5370884740328908,0.23451815711764934
5,XRT_1_AutoML_20190418_132524,3.4390197723840275,1.854459428616336,3.4390197723840275,1.716900093912897,0.3200460245772068
